Svart;354;10,4
Svart;371;15,3
Svart;378;21,3
Svart;391;22,2
Grå;354;3,00
Grå;371;4,60
Grå;378;6,50
Grå;391;6,60
Hvit;354;9,70
Hvit;371;14,3
Hvit;378;20,0
Hvit;391;20,8
Blank;354;0,30
Blank;371;0,70
Blank;378;1,30
Blank;391;1,20
